InventoryID,InventoryDate,Year,Month,PartID,PartName,PartCode,PartCategory,PartDescription,SupplierID,SupplierName,SupplierCity,SupplierCountry,SupplierRating,WarehouseID,WarehouseName,WarehouseLocation,WarehouseCity,QuantityOnHand,QuantityReserved,QuantityDamaged,AvailableQuantity,ReorderLevel,ReorderQuantity,LeadTimeDays,UnitCost,TotalCost,SupplierLeadTime,ReceiveDate,InvoiceNumber,InvoiceAmount,Status,ExpiryDate,StorageLocation,LastStockUpdate,Notes
INV00000509,25-04-2024,2024,3,PART000010,Part 10,PC466869,Packaging,Essential component Part 10,SUP0030,Supplier 30,Chennai,India,3.45,WH10,Warehouse 10,Central,Chennai,14070,13339,54,677,2803,15150,34,888.77,601697.29,49,14-06-2024,INV540013,11331.14,On Order,28-06-2025,Rack-51,18-04-2024,"Stock level: 14070 units, Supplier rating: 3.45"
INV00000510,26-10-2024,2024,6,PART000011,Part 11,PC452822,Raw Material,Essential component Part 11,SUP0031,Supplier 31,Kolkata,India,3.85,WH01,Warehouse 1,North,Kolkata,20823,15621,47,5155,3119,7322,53,656.08,3382092.4,27,02-09-2024,INV177938,75456.73,Available,28-06-2025,Rack-1,20-09-2024,"Stock level: 20823 units, Supplier rating: 3.85"
INV00000511,04-06-2024,2024,12,PART000012,Part 12,PC944121,Component,Essential component Part 12,SUP0032,Supplier 32,Jaipur,India,4.56,WH02,Warehouse 2,South,Jaipur,42451,7768,236,34447,4211,17550,33,869.28,29944088.16,27,10-04-2024,INV861493,85944.34,Low Stock,19-11-2025,Rack-6,24-06-2024,"Stock level: 42451 units, Supplier rating: 4.56"
INV00000512,13-03-2024,2024,8,PART000013,Part 13,PC510671,Subassembly,Essential component Part 13,SUP0033,Supplier 33,Mumbai,India,2.61,WH03,Warehouse 3,East,Mumbai,15003,8432,91,6480,1343,12179,33,914.89,5928487.2,79,28-05-2024,INV326353,55982.28,Out of Stock,19-11-2025,Rack-67,02-07-2024,"Stock level: 15003 units, Supplier rating: 2.61"
INV00000513,02-05-2024,2024,2,PART000014,Part 14,PC318569,Tool,Essential component Part 14,SUP0034,Supplier 34,Delhi,India,4.4,WH04,Warehouse 4,West,Delhi,5058,2329,289,2440,2994,17421,37,406.29,991347.6,43,16-11-2024,INV988420,71602.98,Discontinued,19-11-2025,Rack-75,04-05-2024,"Stock level: 5058 units, Supplier rating: 4.4"
INV00000514,23-10-2024,2024,5,PART000015,Part 15,PC252307,Packaging,Essential component Part 15,SUP0035,Supplier 35,Bangalore,India,3.64,WH05,Warehouse 5,Central,Bangalore,34357,11462,149,22746,2892,19659,9,763.63,17369527.98,87,04-08-2024,INV750175,67052.59,On Order,19-11-2025,Rack-96,22-04-2024,"Stock level: 34357 units, Supplier rating: 3.64"
INV00000515,09-12-2024,2024,10,PART000016,Part 16,PC910740,Raw Material,Essential component Part 16,SUP0036,Supplier 36,Pune,India,4.11,WH06,Warehouse 6,North,Pune,41782,39256,259,2267,2512,8350,42,539.27,1222525.09,67,28-08-2024,INV874672,1927.44,Available,19-11-2025,Rack-1,07-05-2024,"Stock level: 41782 units, Supplier rating: 4.11"
INV00000516,12-05-2024,2024,12,PART000017,Part 17,PC435850,Component,Essential component Part 17,SUP0037,Supplier 37,Hyderabad,India,2.42,WH07,Warehouse 7,South,Hyderabad,22943,2449,431,20063,3295,6463,9,138.84,2785546.92,9,28-08-2024,INV320736,37291.93,Low Stock,19-11-2025,Rack-88,21-08-2024,"Stock level: 22943 units, Supplier rating: 2.42"
INV00000517,01-05-2024,2024,5,PART000018,Part 18,PC995309,Subassembly,Essential component Part 18,SUP0038,Supplier 38,Chennai,India,3.02,WH08,Warehouse 8,East,Chennai,49441,36660,43,12738,4489,4802,57,873.75,11129827.5,58,03-05-2024,INV267742,50405.59,Out of Stock,23-03-2025,Rack-77,07-11-2024,"Stock level: 49441 units, Supplier rating: 3.02"
INV00000518,18-05-2024,2024,3,PART000019,Part 19,PC683199,Tool,Essential component Part 19,SUP0039,Supplier 39,Kolkata,India,3.38,WH09,Warehouse 9,West,Kolkata,38877,16185,85,22607,1102,18603,60,355.39,8034301.73,44,05-05-2024,INV291564,42555.95,Discontinued,23-03-2025,Rack-90,15-09-2024,"Stock level: 38877 units, Supplier rating: 3.38"
INV00000519,27-09-2024,2024,3,PART000020,Part 20,PC228646,Packaging,Essential component Part 20,SUP0040,Supplier 40,Jaipur,India,2.11,WH10,Warehouse 10,Central,Jaipur,37980,360,211,37409,2319,9917,54,681.52,25494981.68,52,04-03-2024,INV624660,65461.61,On Order,23-03-2025,Rack-72,28-11-2024,"Stock level: 37980 units, Supplier rating: 2.11"
INV00000520,19-11-2024,2024,7,PART000021,Part 21,PC562595,Raw Material,Essential component Part 21,SUP0041,Supplier 41,Mumbai,India,4.8,WH01,Warehouse 1,North,Mumbai,36161,35091,432,638,3966,12629,48,218.88,139645.44,49,23-01-2024,INV159197,61275.51,Available,23-03-2025,Rack-64,28-09-2024,"Stock level: 36161 units, Supplier rating: 4.8"
INV00000521,23-07-2024,2024,7,PART000022,Part 22,PC858797,Component,Essential component Part 22,SUP0042,Supplier 42,Delhi,India,2.58,WH02,Warehouse 2,South,Delhi,1912,793,82,1037,812,10174,52,491.28,509457.36,34,16-11-2024,INV240758,86812.69,Low Stock,23-03-2025,Rack-30,27-12-2024,"Stock level: 1912 units, Supplier rating: 2.58"
INV00000522,28-02-2024,2024,3,PART000023,Part 23,PC793555,Subassembly,Essential component Part 23,SUP0043,Supplier 43,Bangalore,India,3.88,WH03,Warehouse 3,East,Bangalore,30610,12683,445,17482,1916,16753,13,498.33,8711805.06,65,12-12-2024,INV800678,93421.65,Out of Stock,10-01-2025,Rack-40,25-01-2024,"Stock level: 30610 units, Supplier rating: 3.88"
INV00000523,27-08-2024,2024,8,PART000024,Part 24,PC658649,Tool,Essential component Part 24,SUP0044,Supplier 44,Pune,India,4.67,WH04,Warehouse 4,West,Pune,47337,19726,349,27262,3350,14034,37,779.19,21242277.78,24,15-01-2024,INV355581,60024.05,Discontinued,10-01-2025,Rack-27,21-09-2024,"Stock level: 47337 units, Supplier rating: 4.67"
INV00000524,08-07-2024,2024,3,PART000025,Part 25,PC962460,Packaging,Essential component Part 25,SUP0045,Supplier 45,Hyderabad,India,2.87,WH05,Warehouse 5,Central,Hyderabad,13909,1657,70,12182,4473,1805,34,424.51,5171380.82,71,03-07-2024,INV848214,53318.64,On Order,10-01-2025,Rack-24,27-12-2024,"Stock level: 13909 units, Supplier rating: 2.87"
INV00000525,23-07-2024,2024,5,PART000026,Part 26,PC339193,Raw Material,Essential component Part 26,SUP0046,Supplier 46,Chennai,India,3.67,WH06,Warehouse 6,North,Chennai,18964,11485,43,7436,3033,13273,30,257.8,1917000.8,63,28-05-2024,INV706684,12762.97,Available,10-01-2025,Rack-87,22-11-2024,"Stock level: 18964 units, Supplier rating: 3.67"
INV00000526,13-11-2024,2024,6,PART000027,Part 27,PC322199,Component,Essential component Part 27,SUP0047,Supplier 47,Kolkata,India,4.37,WH07,Warehouse 7,South,Kolkata,7178,4702,113,2363,4514,18879,53,652.92,1542849.96,24,17-05-2024,INV264086,68946.91,Low Stock,04-09-2025,Rack-23,15-12-2024,"Stock level: 7178 units, Supplier rating: 4.37"
INV00000527,07-12-2024,2024,10,PART000028,Part 28,PC276658,Subassembly,Essential component Part 28,SUP0048,Supplier 48,Jaipur,India,4.97,WH08,Warehouse 8,East,Jaipur,30698,3757,50,26891,2354,4739,25,486.57,13084353.87,30,13-10-2024,INV802019,3661.08,Out of Stock,17-05-2025,Rack-66,21-07-2024,"Stock level: 30698 units, Supplier rating: 4.97"
INV00000528,08-03-2024,2024,1,PART000029,Part 29,PC311119,Tool,Essential component Part 29,SUP0049,Supplier 49,Mumbai,India,2.93,WH09,Warehouse 9,West,Mumbai,44636,40782,114,3740,3738,14422,30,196.09,733376.6,26,26-05-2024,INV790997,4625.68,Discontinued,17-05-2025,Rack-17,04-12-2024,"Stock level: 44636 units, Supplier rating: 2.93"
INV00000529,26-01-2024,2024,2,PART000030,Part 30,PC835643,Packaging,Essential component Part 30,SUP0050,Supplier 50,Delhi,India,2,WH10,Warehouse 10,Central,Delhi,43949,32165,193,11591,2838,8965,36,176.52,2046043.32,38,08-12-2024,INV570517,24398.67,On Order,17-05-2025,Rack-9,28-10-2024,"Stock level: 43949 units, Supplier rating: 2.0"
INV00000530,20-05-2024,2024,5,PART000031,Part 31,PC934150,Raw Material,Essential component Part 31,SUP0051,Supplier 51,Bangalore,India,4.83,WH01,Warehouse 1,North,Bangalore,48022,12446,436,35140,4785,16314,53,936.67,32914583.8,63,04-05-2024,INV661656,62625.91,Available,17-05-2025,Rack-4,05-10-2024,"Stock level: 48022 units, Supplier rating: 4.83"
INV00000531,22-10-2024,2024,4,PART000032,Part 32,PC272006,Component,Essential component Part 32,SUP0052,Supplier 52,Pune,India,3.52,WH02,Warehouse 2,South,Pune,36170,3124,53,32993,2117,13236,45,136.37,4499255.41,77,05-09-2024,INV608804,57828.07,Low Stock,17-05-2025,Rack-42,25-07-2024,"Stock level: 36170 units, Supplier rating: 3.52"
INV00000532,25-04-2024,2024,6,PART000033,Part 33,PC775181,Subassembly,Essential component Part 33,SUP0053,Supplier 53,Hyderabad,India,3.05,WH03,Warehouse 3,East,Hyderabad,31990,25639,214,6137,2583,19270,44,94.01,576939.37,82,23-07-2024,INV135988,23034.91,Out of Stock,17-05-2025,Rack-97,08-08-2024,"Stock level: 31990 units, Supplier rating: 3.05"
INV00000533,14-03-2024,2024,10,PART000034,Part 34,PC865963,Tool,Essential component Part 34,SUP0054,Supplier 54,Chennai,India,3.57,WH04,Warehouse 4,West,Chennai,49807,40527,120,9160,1776,7206,47,571.03,5230634.8,28,23-07-2024,INV467396,42429.1,Discontinued,17-05-2025,Rack-1,28-02-2024,"Stock level: 49807 units, Supplier rating: 3.57"
INV00000534,15-06-2024,2024,3,PART000035,Part 35,PC473402,Packaging,Essential component Part 35,SUP0055,Supplier 55,Kolkata,India,2.59,WH05,Warehouse 5,Central,Kolkata,25587,1583,498,23506,3294,5823,48,873.14,20524028.84,31,19-10-2024,INV320667,13280.42,On Order,01-02-2025,Rack-41,12-12-2024,"Stock level: 25587 units, Supplier rating: 2.59"
INV00000535,12-05-2024,2024,10,PART000036,Part 36,PC801881,Raw Material,Essential component Part 36,SUP0056,Supplier 56,Jaipur,India,3.5,WH06,Warehouse 6,North,Jaipur,37800,1583,161,36056,384,4995,49,445.25,16053934,5,26-10-2024,INV357117,63801.44,Available,01-02-2025,Rack-52,08-09-2024,"Stock level: 37800 units, Supplier rating: 3.5"
INV00000536,10-05-2024,2024,8,PART000037,Part 37,PC438302,Component,Essential component Part 37,SUP0057,Supplier 57,Mumbai,India,2.11,WH07,Warehouse 7,South,Mumbai,14960,7962,363,6635,2650,6153,40,388.97,2580815.95,38,03-08-2024,INV110532,39908.26,Low Stock,01-02-2025,Rack-42,10-09-2024,"Stock level: 14960 units, Supplier rating: 2.11"
INV00000537,28-07-2024,2024,1,PART000038,Part 38,PC527498,Subassembly,Essential component Part 38,SUP0058,Supplier 58,Delhi,India,3.32,WH08,Warehouse 8,East,Delhi,47432,29100,422,17910,321,7499,36,68.98,1235431.8,86,16-05-2024,INV756190,98349.22,Out of Stock,01-02-2025,Rack-41,25-06-2024,"Stock level: 47432 units, Supplier rating: 3.32"
INV00000538,09-06-2024,2024,4,PART000039,Part 39,PC772471,Tool,Essential component Part 39,SUP0059,Supplier 59,Bangalore,India,4.29,WH09,Warehouse 9,West,Bangalore,36587,7976,9,28602,4611,15382,50,740.37,21176062.74,63,22-09-2024,INV723270,53609.46,Discontinued,01-02-2025,Rack-23,08-11-2024,"Stock level: 36587 units, Supplier rating: 4.29"
INV00000539,21-01-2024,2024,11,PART000040,Part 40,PC895794,Packaging,Essential component Part 40,SUP0060,Supplier 60,Pune,India,2.99,WH10,Warehouse 10,Central,Pune,16579,5692,470,10417,2441,14281,58,783.6,8162761.2,83,14-05-2024,INV748870,4151.5,On Order,01-02-2025,Rack-41,26-03-2024,"Stock level: 16579 units, Supplier rating: 2.99"
INV00000540,22-12-2024,2024,3,PART000041,Part 41,PC140394,Raw Material,Essential component Part 41,SUP0001,Supplier 1,Hyderabad,India,2.12,WH01,Warehouse 1,North,Hyderabad,17682,14213,246,3223,2303,15500,13,965.47,3111709.81,21,07-10-2024,INV992234,16390.36,Available,01-02-2025,Rack-92,19-07-2024,"Stock level: 17682 units, Supplier rating: 2.12"
INV00000541,14-12-2024,2024,6,PART000042,Part 42,PC552073,Component,Essential component Part 42,SUP0002,Supplier 2,Chennai,India,2.93,WH02,Warehouse 2,South,Chennai,40605,26497,312,13796,2788,9438,22,517.38,7137774.48,39,26-03-2024,INV833691,10002.94,Low Stock,07-03-2025,Rack-78,09-04-2024,"Stock level: 40605 units, Supplier rating: 2.93"
INV00000542,13-05-2024,2024,9,PART000043,Part 43,PC983684,Subassembly,Essential component Part 43,SUP0003,Supplier 3,Kolkata,India,2.99,WH03,Warehouse 3,East,Kolkata,30776,10601,46,20129,3926,3855,33,372.41,7496240.89,34,19-01-2024,INV845269,24162.57,Out of Stock,07-03-2025,Rack-64,26-04-2024,"Stock level: 30776 units, Supplier rating: 2.99"
INV00000543,01-03-2024,2024,8,PART000044,Part 44,PC361712,Tool,Essential component Part 44,SUP0004,Supplier 4,Jaipur,India,4.66,WH04,Warehouse 4,West,Jaipur,888,355,399,134,112,16740,24,306.24,41036.16,35,21-10-2024,INV985714,9339.51,Discontinued,10-02-2025,Rack-78,13-11-2024,"Stock level: 888 units, Supplier rating: 4.66"
INV00000544,23-08-2024,2024,7,PART000045,Part 45,PC265335,Packaging,Essential component Part 45,SUP0005,Supplier 5,Mumbai,India,2.16,WH05,Warehouse 5,Central,Mumbai,35641,14698,264,20679,402,2211,6,496.02,10257197.58,41,26-08-2024,INV654178,39703.61,On Order,10-02-2025,Rack-49,02-02-2024,"Stock level: 35641 units, Supplier rating: 2.16"
INV00000545,26-02-2024,2024,11,PART000046,Part 46,PC774593,Raw Material,Essential component Part 46,SUP0006,Supplier 6,Delhi,India,2.81,WH06,Warehouse 6,North,Delhi,2522,1870,152,500,613,811,36,105.71,52855,17,18-08-2024,INV239522,95845.53,Available,09-05-2025,Rack-10,04-04-2024,"Stock level: 2522 units, Supplier rating: 2.81"
INV00000546,22-06-2024,2024,10,PART000047,Part 47,PC883848,Component,Essential component Part 47,SUP0007,Supplier 7,Bangalore,India,4.85,WH07,Warehouse 7,South,Bangalore,34157,19212,267,14678,2250,13586,10,187.21,2747868.38,16,08-03-2024,INV385950,20233.13,Low Stock,09-05-2025,Rack-42,02-05-2024,"Stock level: 34157 units, Supplier rating: 4.85"
INV00000547,09-09-2024,2024,3,PART000048,Part 48,PC909112,Subassembly,Essential component Part 48,SUP0008,Supplier 8,Pune,India,4.79,WH08,Warehouse 8,East,Pune,19855,18742,54,1059,4291,7628,40,732.38,775590.42,50,01-06-2024,INV569121,42511.39,Out of Stock,05-12-2025,Rack-24,17-07-2024,"Stock level: 19855 units, Supplier rating: 4.79"
INV00000548,21-07-2024,2024,8,PART000049,Part 49,PC691824,Tool,Essential component Part 49,SUP0009,Supplier 9,Hyderabad,India,3.19,WH09,Warehouse 9,West,Hyderabad,32009,12697,289,19023,3156,11379,42,717.79,13654519.17,90,05-05-2024,INV474804,2165.78,Discontinued,05-12-2025,Rack-58,18-09-2024,"Stock level: 32009 units, Supplier rating: 3.19"
INV00000549,14-02-2024,2024,8,PART000050,Part 50,PC245256,Packaging,Essential component Part 50,SUP0010,Supplier 10,Chennai,India,2.75,WH10,Warehouse 10,Central,Chennai,26590,21694,36,4860,3074,4554,20,558.86,2716059.6,51,25-10-2024,INV334738,69806.43,On Order,05-12-2025,Rack-78,06-05-2024,"Stock level: 26590 units, Supplier rating: 2.75"
INV00000550,20-04-2024,2024,7,PART000051,Part 51,PC624290,Raw Material,Essential component Part 51,SUP0011,Supplier 11,Kolkata,India,2.91,WH01,Warehouse 1,North,Kolkata,19840,4123,135,15582,387,2379,43,148.69,2316887.58,73,04-06-2024,INV573207,65492.67,Available,05-12-2025,Rack-32,20-02-2024,"Stock level: 19840 units, Supplier rating: 2.91"
INV00000551,11-10-2024,2024,9,PART000052,Part 52,PC329061,Component,Essential component Part 52,SUP0012,Supplier 12,Jaipur,India,2.34,WH02,Warehouse 2,South,Jaipur,2846,2074,277,495,4050,11273,55,126.28,62508.6,76,08-04-2024,INV864427,26331.67,Low Stock,28-08-2025,Rack-1,06-11-2024,"Stock level: 2846 units, Supplier rating: 2.34"
INV00000552,27-04-2024,2024,3,PART000053,Part 53,PC323026,Subassembly,Essential component Part 53,SUP0013,Supplier 13,Mumbai,India,4.45,WH03,Warehouse 3,East,Mumbai,34614,19325,287,15002,1446,8235,25,87.97,1319725.94,44,14-09-2024,INV434464,81428.32,Out of Stock,28-08-2025,Rack-82,05-01-2024,"Stock level: 34614 units, Supplier rating: 4.45"
INV00000553,12-04-2024,2024,11,PART000054,Part 54,PC912745,Tool,Essential component Part 54,SUP0014,Supplier 14,Delhi,India,3.54,WH04,Warehouse 4,West,Delhi,49394,32961,169,16264,1716,7742,40,518.75,8436950,7,16-09-2024,INV633156,31079.34,Discontinued,19-08-2025,Rack-84,13-04-2024,"Stock level: 49394 units, Supplier rating: 3.54"
INV00000554,17-10-2024,2024,10,PART000055,Part 55,PC525288,Packaging,Essential component Part 55,SUP0015,Supplier 15,Bangalore,India,2.06,WH05,Warehouse 5,Central,Bangalore,14522,12096,286,2140,4902,19025,20,422.75,904685,64,16-09-2024,INV254598,10580.37,On Order,04-06-2025,Rack-23,28-02-2024,"Stock level: 14522 units, Supplier rating: 2.06"
INV00000555,13-01-2024,2024,4,PART000056,Part 56,PC360198,Raw Material,Essential component Part 56,SUP0016,Supplier 16,Pune,India,2.65,WH06,Warehouse 6,North,Pune,21180,19561,121,1498,2154,18047,47,290.3,434869.4,59,13-08-2024,INV984247,7754.26,Available,04-06-2025,Rack-96,16-06-2024,"Stock level: 21180 units, Supplier rating: 2.65"
INV00000556,01-01-2024,2024,2,PART000057,Part 57,PC381490,Component,Essential component Part 57,SUP0017,Supplier 17,Hyderabad,India,2.52,WH07,Warehouse 7,South,Hyderabad,4837,3572,353,912,2968,9752,55,89.41,81541.92,65,16-07-2024,INV737084,12740.46,Low Stock,04-06-2025,Rack-35,11-05-2024,"Stock level: 4837 units, Supplier rating: 2.52"
INV00000557,11-09-2024,2024,10,PART000058,Part 58,PC861178,Subassembly,Essential component Part 58,SUP0018,Supplier 18,Chennai,India,3.71,WH08,Warehouse 8,East,Chennai,6275,3905,312,2058,3717,19136,51,364.31,749749.98,28,21-02-2024,INV741118,58119.72,Out of Stock,04-06-2025,Rack-14,23-09-2024,"Stock level: 6275 units, Supplier rating: 3.71"
INV00000558,04-11-2024,2024,4,PART000059,Part 59,PC720142,Tool,Essential component Part 59,SUP0019,Supplier 19,Kolkata,India,3.88,WH09,Warehouse 9,West,Kolkata,8275,7064,272,939,4509,10852,46,190.7,179067.3,11,26-06-2024,INV790523,10501.79,Discontinued,20-09-2025,Rack-12,08-10-2024,"Stock level: 8275 units, Supplier rating: 3.88"
INV00000559,22-08-2024,2024,3,PART000060,Part 60,PC417347,Packaging,Essential component Part 60,SUP0020,Supplier 20,Jaipur,India,4.55,WH10,Warehouse 10,Central,Jaipur,16923,2973,437,13513,4299,1817,35,798.58,10791211.54,40,13-05-2024,INV135383,9561.04,On Order,20-09-2025,Rack-57,03-06-2024,"Stock level: 16923 units, Supplier rating: 4.55"
INV00000560,05-10-2024,2024,8,PART000061,Part 61,PC790275,Raw Material,Essential component Part 61,SUP0021,Supplier 21,Mumbai,India,4.21,WH01,Warehouse 1,North,Mumbai,12816,7028,170,5618,3597,8137,25,265.92,1493938.56,9,18-06-2024,INV251185,36363.53,Available,20-09-2025,Rack-28,12-02-2024,"Stock level: 12816 units, Supplier rating: 4.21"
INV00000561,15-08-2024,2024,9,PART000062,Part 62,PC412603,Component,Essential component Part 62,SUP0022,Supplier 22,Delhi,India,4.51,WH02,Warehouse 2,South,Delhi,16513,13571,168,2774,3131,6644,6,469.62,1302725.88,13,27-03-2024,INV696868,21972.21,Low Stock,20-09-2025,Rack-81,15-05-2024,"Stock level: 16513 units, Supplier rating: 4.51"
INV00000562,16-11-2024,2024,4,PART000063,Part 63,PC723135,Subassembly,Essential component Part 63,SUP0023,Supplier 23,Bangalore,India,4.08,WH03,Warehouse 3,East,Bangalore,14694,11608,337,2749,2077,13619,7,537.14,1476597.86,21,14-05-2024,INV171376,42692.98,Out of Stock,20-09-2025,Rack-50,12-07-2024,"Stock level: 14694 units, Supplier rating: 4.08"
INV00000563,05-08-2024,2024,10,PART000064,Part 64,PC150343,Tool,Essential component Part 64,SUP0024,Supplier 24,Pune,India,3.32,WH04,Warehouse 4,West,Pune,13932,2663,370,10899,3329,14603,59,433.75,4727441.25,78,14-03-2024,INV463315,58647.32,Discontinued,20-09-2025,Rack-89,09-09-2024,"Stock level: 13932 units, Supplier rating: 3.32"
INV00000564,15-03-2024,2024,2,PART000065,Part 65,PC102624,Packaging,Essential component Part 65,SUP0025,Supplier 25,Hyderabad,India,3.17,WH05,Warehouse 5,Central,Hyderabad,46029,45979,498,-448,4748,11907,37,274.32,-122895.36,89,15-09-2024,INV735733,86685.33,On Order,20-09-2025,Rack-62,27-01-2024,"Stock level: 46029 units, Supplier rating: 3.17"
INV00000565,02-11-2024,2024,2,PART000066,Part 66,PC215935,Raw Material,Essential component Part 66,SUP0026,Supplier 26,Chennai,India,3.41,WH06,Warehouse 6,North,Chennai,45131,17006,474,27651,1012,7223,22,705.57,19509716.07,27,11-12-2024,INV639674,37286.67,Available,20-09-2025,Rack-45,17-05-2024,"Stock level: 45131 units, Supplier rating: 3.41"
INV00000566,05-03-2024,2024,1,PART000067,Part 67,PC984980,Component,Essential component Part 67,SUP0027,Supplier 27,Kolkata,India,2.54,WH07,Warehouse 7,South,Kolkata,26215,23574,146,2495,2865,15017,9,89.75,223926.25,69,18-08-2024,INV644183,65759.76,Low Stock,23-10-2025,Rack-48,15-09-2024,"Stock level: 26215 units, Supplier rating: 2.54"
INV00000567,04-01-2024,2024,9,PART000068,Part 68,PC407384,Subassembly,Essential component Part 68,SUP0028,Supplier 28,Jaipur,India,2.7,WH08,Warehouse 8,East,Jaipur,17144,2564,103,14477,2931,13925,44,220.12,3186677.24,26,08-11-2024,INV440781,76843.84,Out of Stock,23-10-2025,Rack-62,17-05-2024,"Stock level: 17144 units, Supplier rating: 2.7"
INV00000568,02-01-2024,2024,9,PART000069,Part 69,PC185669,Tool,Essential component Part 69,SUP0029,Supplier 29,Mumbai,India,4.28,WH09,Warehouse 9,West,Mumbai,9963,75,381,9507,3828,12714,9,295,2804565,19,21-08-2024,INV989918,74116.52,Discontinued,23-10-2025,Rack-21,02-02-2024,"Stock level: 9963 units, Supplier rating: 4.28"
INV00000569,23-09-2024,2024,7,PART000070,Part 70,PC928964,Packaging,Essential component Part 70,SUP0030,Supplier 30,Delhi,India,3.58,WH10,Warehouse 10,Central,Delhi,15020,9072,462,5486,4163,18397,36,683.56,3750010.16,31,16-07-2024,INV476835,86630.59,On Order,23-10-2025,Rack-27,10-12-2024,"Stock level: 15020 units, Supplier rating: 3.58"
INV00000570,21-09-2024,2024,2,PART000071,Part 71,PC545230,Raw Material,Essential component Part 71,SUP0031,Supplier 31,Bangalore,India,3.43,WH01,Warehouse 1,North,Bangalore,8518,4702,192,3624,1085,4897,13,379.87,1376648.88,69,10-11-2024,INV378826,98796.6,Available,25-12-2025,Rack-91,11-12-2024,"Stock level: 8518 units, Supplier rating: 3.43"
INV00000571,23-01-2024,2024,3,PART000072,Part 72,PC571039,Component,Essential component Part 72,SUP0032,Supplier 32,Pune,India,3.08,WH02,Warehouse 2,South,Pune,44345,1750,93,42502,4774,18366,9,172.32,7323944.64,18,04-11-2024,INV534829,64526.32,Low Stock,25-12-2025,Rack-62,17-07-2024,"Stock level: 44345 units, Supplier rating: 3.08"
INV00000572,15-08-2024,2024,3,PART000073,Part 73,PC625695,Subassembly,Essential component Part 73,SUP0033,Supplier 33,Hyderabad,India,3.28,WH03,Warehouse 3,East,Hyderabad,43293,34170,399,8724,1120,7698,8,247.16,2156223.84,10,11-07-2024,INV774103,93608.2,Out of Stock,25-12-2025,Rack-67,24-07-2024,"Stock level: 43293 units, Supplier rating: 3.28"
INV00000573,08-09-2024,2024,2,PART000074,Part 74,PC801291,Tool,Essential component Part 74,SUP0034,Supplier 34,Chennai,India,2.73,WH04,Warehouse 4,West,Chennai,45905,28758,283,16864,3668,11325,19,135.67,2287938.88,22,21-07-2024,INV623756,3380.43,Discontinued,25-12-2025,Rack-51,27-06-2024,"Stock level: 45905 units, Supplier rating: 2.73"
INV00000574,01-02-2024,2024,11,PART000075,Part 75,PC240073,Packaging,Essential component Part 75,SUP0035,Supplier 35,Kolkata,India,4.72,WH05,Warehouse 5,Central,Kolkata,48195,42691,172,5332,2519,17459,20,454.03,2420887.96,77,02-02-2024,INV750598,58733.72,On Order,25-12-2025,Rack-33,04-07-2024,"Stock level: 48195 units, Supplier rating: 4.72"
INV00000575,06-03-2024,2024,8,PART000076,Part 76,PC793799,Raw Material,Essential component Part 76,SUP0036,Supplier 36,Jaipur,India,2.19,WH06,Warehouse 6,North,Jaipur,26981,4361,49,22571,4552,18512,24,43.39,979355.69,89,25-04-2024,INV993667,33080.87,Available,25-12-2025,Rack-28,04-11-2024,"Stock level: 26981 units, Supplier rating: 2.19"
INV00000576,18-10-2024,2024,10,PART000077,Part 77,PC310294,Component,Essential component Part 77,SUP0037,Supplier 37,Mumbai,India,2.67,WH07,Warehouse 7,South,Mumbai,25563,16216,118,9229,2633,15293,60,902.22,8326588.38,50,04-04-2024,INV903605,31201.21,Low Stock,03-06-2025,Rack-11,18-05-2024,"Stock level: 25563 units, Supplier rating: 2.67"
INV00000577,17-08-2024,2024,2,PART000078,Part 78,PC415543,Subassembly,Essential component Part 78,SUP0038,Supplier 38,Delhi,India,4.09,WH08,Warehouse 8,East,Delhi,3872,1291,383,2198,1360,12919,40,164.81,362252.38,17,10-11-2024,INV647857,34186.81,Out of Stock,22-03-2025,Rack-77,23-02-2024,"Stock level: 3872 units, Supplier rating: 4.09"
INV00000578,12-08-2024,2024,5,PART000079,Part 79,PC985293,Tool,Essential component Part 79,SUP0039,Supplier 39,Bangalore,India,3.17,WH09,Warehouse 9,West,Bangalore,45206,35882,480,8844,524,5342,57,558.11,4935924.84,64,25-11-2024,INV173323,86149.39,Discontinued,22-03-2025,Rack-41,08-09-2024,"Stock level: 45206 units, Supplier rating: 3.17"
INV00000579,17-11-2024,2024,10,PART000080,Part 80,PC892723,Packaging,Essential component Part 80,SUP0040,Supplier 40,Pune,India,4.98,WH10,Warehouse 10,Central,Pune,5344,3207,330,1807,2906,11025,8,273.04,493383.28,22,15-07-2024,INV474160,23778.79,On Order,22-03-2025,Rack-37,06-12-2024,"Stock level: 5344 units, Supplier rating: 4.98"
INV00000580,25-07-2024,2024,4,PART000081,Part 81,PC669037,Raw Material,Essential component Part 81,SUP0041,Supplier 41,Hyderabad,India,2.83,WH01,Warehouse 1,North,Hyderabad,30867,24633,488,5746,4327,14522,45,825.54,4743552.84,35,25-07-2024,INV112341,61311.02,Available,22-03-2025,Rack-62,11-06-2024,"Stock level: 30867 units, Supplier rating: 2.83"
